meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 94kg,Christian Tsakanikas,90.1,129,-134,-136,163,-168,169,129,169,298
2026 Adirondack Weightlifting Regional Open,2026-04-25,Junior Men's 94kg,Trever Weeden,92.15,120,125,-130,135,-140,140,125,140,265
2026 Adirondack Weightlifting Regional Open,2026-04-25,Men's Masters (35-39) 79kg,Justin Barber,78.1,-107,-107,112,130,135,-140,112,135,247
2026 Adirondack Weightlifting Regional Open,2026-04-25,Men's Masters (50-54) 110kg,Brett Andrus,105.05,100,105,-110,130,135,140,105,140,245
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 94kg,Miles Cochrane,91.2,95,100,106,120,130,137,106,137,243
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 110+kg,Alexander Isin,137.8,95,102,-108,137,-142,-146,102,137,239
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 110kg,Shaaf Syed,102.05,102,108,-112,130,-137,-137,108,130,238
2026 Adirondack Weightlifting Regional Open,2026-04-25,Men's Masters (35-39) 110+kg,William Horton II,111.8,-95,95,-100,118,123,128,95,128,223
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 110kg,Kristopher Reed,95.1,-93,93,95,120,125,128,95,128,223
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 110+kg,Matthias Cormier,113.65,100,110,111,100,0,0,111,100,211
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 88kg,Ignacio Acevedo,79.1,80,84,88,-114,114,-118,88,114,202
2026 Adirondack Weightlifting Regional Open,2026-04-25,Open Men's 110kg,cyrus shatt,103.45,-85,86,90,100,105,110,90,110,200
2026 Adirondack Weightlifting Regional Open,2026-04-25,Junior Men's 88kg,Adam Hawrylchak,84.65,70,75,81,105,110,115,81,115,196
