event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Australian Junior & Senior Championships,2016-09-09,female,Thelma Toua,48.00,68,71,74,85,88,-92,74,88,162
Australian Junior & Senior Championships,2016-09-09,female,Joan Leong,47.45,49,-52,-53,56,59,-64,49,59,108
Australian Junior & Senior Championships,2016-09-09,female,Stephanie Pickrell,46.65,43,45,-47,55,59,61,45,61,106
Australian Junior & Senior Championships,2016-09-09,female,Chelsea Nicoll,46.30,40,43,-45,-48,48,-51,43,48,91
Australian Junior & Senior Championships,2016-09-09,female,Emily Scott,46.80,-52,-53,-53,0,0,0,0,0,0
Australian Junior & Senior Championships,2016-09-09,female,Hannah Kaminski,52.25,66,-69,-69,-77,77,80,66,80,146
Australian Junior & Senior Championships,2016-09-09,female,Holly Shawcross,51.95,62,64,66,74,-77,-77,66,74,140
Australian Junior & Senior Championships,2016-09-09,female,Michaela Warwick,51.40,52,57,61,64,69,74,61,74,135
Australian Junior & Senior Championships,2016-09-09,female,Natalia Chorobczyk,52.05,58,-62,-62,72,-75,-75,58,72,130
Australian Junior & Senior Championships,2016-09-09,female,Alyce Stephenson,51.45,51,55,-58,73,-78,-81,55,73,128
Australian Junior & Senior Championships,2016-09-09,female,Kushini Jayawardane,52.20,52,-55,55,-70,-70,70,55,70,125
Australian Junior & Senior Championships,2016-09-09,female,Mia Gaudry,51.70,43,46,48,53,-57,57,48,57,105
Australian Junior & Senior Championships,2016-09-09,female,Tegan Napper,57.55,70,73,-75,90,93,95,73,95,168
Australian Junior & Senior Championships,2016-09-09,female,Parisa Haeri,57.20,67,70,-73,-89,-89,89,70,89,159
Australian Junior & Senior Championships,2016-09-09,female,Paige Kimmince,57.40,60,65,68,76,80,-83,68,80,148
Australian Junior & Senior Championships,2016-09-09,female,Rebecca Payne,57.75,-60,60,64,80,-85,-85,64,80,144
Australian Junior & Senior Championships,2016-09-09,female,Ashleigh Ricca,55.55,50,55,-57,70,-75,-75,55,70,125
Australian Junior & Senior Championships,2016-09-09,female,Olivia D'souza,56.70,40,43,45,57,60,62,45,62,107
Australian Junior & Senior Championships,2016-09-09,female,Seen Lee,61.50,82,85,87,102,105,-108,87,105,192
Australian Junior & Senior Championships,2016-09-09,female,Jessica Lai,62.15,86,88,-90,98,101,-103,88,101,189
Australian Junior & Senior Championships,2016-09-09,female,Bianca Sheppard,61.80,68,71,74,71,76,80,74,80,154
Australian Junior & Senior Championships,2016-09-09,female,Nadine Newbery,61.85,64,-67,68,76,81,-87,68,81,149
Australian Junior & Senior Championships,2016-09-09,female,Gabrielle Clyburn,61.50,64,-67,-67,75,80,-90,64,80,144
Australian Junior & Senior Championships,2016-09-09,female,Kiana Elliott,67.55,80,85,91,95,101,0,91,101,192
