event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 35,VERECQUE Charles,30.17,16.0,17.0,18.0,20.0,22.0,23.0,18.0,23.0,41.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,DEWALLY Enzo,38.16,16.0,18.0,-20.0,21.0,23.0,25.0,18.0,25.0,43.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,FORESTIER Gaspard,35.34,16.0,18.0,20.0,18.0,20.0,22.0,20.0,22.0,42.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,DESCHRYVER Oscar,38.29,15.0,17.0,18.0,20.0,22.0,-24.0,18.0,22.0,40.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,DUVET Evan,36.8,21.0,23.0,24.0,25.0,-27.0,-27.0,24.0,25.0,49.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 45,MONIER Thibaut,44.63,30.0,31.0,-33.0,40.0,41.0,-42.0,31.0,41.0,72.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 45,DESVIGNES Ilan,40.3,19.0,21.0,23.0,-26.0,26.0,27.0,23.0,27.0,50.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 49,ALLAYS RAMACKERS Enguerrand,48.3,31.0,33.0,35.0,39.0,40.0,42.0,35.0,42.0,77.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 49,HOUPE Melvin,46.0,17.0,19.0,21.0,25.0,-27.0,27.0,21.0,27.0,48.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 49,DUTERIEZ-LECLUSE Noa,47.0,-13.0,13.0,-15.0,-0.0,-0.0,-0.0,13.0,0.0,0.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 55,DESCHRYVER Arthur,54.15,37.0,39.0,41.0,45.0,47.0,49.0,41.0,49.0,90.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 55,CUVELIER Nolan,53.75,16.0,18.0,20.0,-25.0,-25.0,25.0,20.0,25.0,45.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 61,CORONADO Timael,57.98,28.0,-30.0,30.0,43.0,44.0,45.0,30.0,45.0,75.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 61,SMEECKAERT Antoine,58.6,19.0,21.0,23.0,28.0,30.0,31.0,23.0,31.0,54.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 61,DAVID Ethan,60.87,18.0,20.0,22.0,28.0,30.0,-32.0,22.0,30.0,52.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 67,GOURGUECHON ALLART Elie,61.67,27.0,29.0,31.0,33.0,34.0,35.0,31.0,35.0,66.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 73,BOVAL Adam,69.5,26.0,28.0,30.0,37.0,39.0,40.0,30.0,40.0,70.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,ECKMANN Gael,37.8,24.0,25.0,26.0,30.0,31.0,-33.0,26.0,31.0,57.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 45,LOPEZ Daoud,43.91,22.0,24.0,26.0,27.0,-29.0,29.0,26.0,29.0,55.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 49,IAFRATE Ismael,46.93,32.0,34.0,36.0,43.0,44.0,46.0,36.0,46.0,82.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men >73,PASTOR Romain,80.86,31.0,33.0,35.0,41.0,43.0,45.0,35.0,45.0,80.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 45,BELLE Noéline,44.94,22.0,24.0,-26.0,28.0,30.0,-32.0,24.0,30.0,54.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 45,ZANET Sybille,45.0,-16.0,16.0,17.0,24.0,25.0,-27.0,17.0,25.0,42.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 49,HORVATH Asya,48.52,25.0,27.0,28.0,36.0,38.0,-40.0,28.0,38.0,66.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 40,ECKMANN Gael,37.8,24.0,25.0,26.0,30.0,31.0,-33.0,26.0,31.0,57.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 45,LOPEZ Daoud,43.91,22.0,24.0,26.0,27.0,-29.0,29.0,26.0,29.0,55.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men 49,IAFRATE Ismael,46.93,32.0,34.0,36.0,43.0,44.0,46.0,36.0,46.0,82.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Men >73,PASTOR Romain,80.86,31.0,33.0,35.0,41.0,43.0,45.0,35.0,45.0,80.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 45,BELLE Noéline,44.94,22.0,24.0,-26.0,28.0,30.0,-32.0,24.0,30.0,54.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 45,ZANET Sybille,45.0,-16.0,16.0,17.0,24.0,25.0,-27.0,17.0,25.0,42.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 49,HORVATH Asya,48.52,25.0,27.0,28.0,36.0,38.0,-40.0,28.0,38.0,66.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 35,DECRAENE Selenia,34.98,23.0,25.0,26.0,28.0,30.0,-31.0,26.0,30.0,56.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 35,ARAB Aliyah,34.86,19.0,20.0,-22.0,25.0,26.0,27.0,20.0,27.0,47.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 35,SCHLOUCK Elisa,32.56,12.0,14.0,16.0,17.0,19.0,21.0,16.0,21.0,37.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 35,SPILLEBOUT Maelys,35.0,11.0,13.0,15.0,16.0,18.0,20.0,15.0,20.0,35.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 35,RIQUIER Alicia,28.06,11.0,12.0,13.0,16.0,18.0,20.0,13.0,20.0,33.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 40,DODRE Mae,39.08,23.0,25.0,-27.0,32.0,-34.0,34.0,25.0,34.0,59.0
HDF - Trophée des Minimes - Comines - Hom,2022-06-18,U13 Women 40,BOULOGNE Selene,37.7,14.0,-16.0,16.0,15.0,16.0,18.0,16.0,18.0,34.0
