event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 40,VANDEWIELE Léonie,33.4,12.0,-14.0,-14.0,15.0,17.0,19.0,12.0,19.0,31.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 45,ROUSSILLAT Klea,42.3,25.0,27.0,29.0,35.0,38.0,40.0,29.0,40.0,69.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 55,DUFRANNE Leya,54.7,27.0,30.0,33.0,37.0,40.0,44.0,33.0,44.0,77.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 55,BACHELET Louna,53.1,29.0,31.0,-33.0,-39.0,39.0,41.0,31.0,41.0,72.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 55,LE MOAL Cylene,52.4,24.0,26.0,28.0,34.0,-37.0,37.0,28.0,37.0,65.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 55,DINOUARD Louison,52.6,23.0,26.0,-27.0,27.0,30.0,-32.0,26.0,30.0,56.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 59,BOUCHEZ Clarys,56.6,32.0,34.0,-36.0,41.0,44.0,-46.0,34.0,44.0,78.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 64,QUINET Esther,62.0,33.0,36.0,38.0,45.0,47.0,49.0,38.0,49.0,87.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U15 Women 81,BERZIN Zoé,76.3,28.0,31.0,-33.0,41.0,44.0,-46.0,31.0,44.0,75.0
HDF - Challenge Avenir - Saint Quentin - 1er Challenge Avenir U15 Fem,2024-11-30,U17 Women 55,CARON Amandine,53.0,27.0,29.0,-31.0,34.0,37.0,40.0,29.0,40.0,69.0
