event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U15 Women 45,VEFOUR Adèle,42.95,37.0,40.0,-42.0,47.0,50.0,52.0,40.0,52.0,92.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U15 Women 45,ONEZIME Mya,43.01,36.0,38.0,40.0,48.0,51.0,-53.0,40.0,51.0,91.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U15 Women 45,BARET Lola,44.08,32.0,35.0,38.0,40.0,-43.0,-43.0,38.0,40.0,78.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U15 Women 49,RICHARD Maelys,49.0,-38.0,38.0,40.0,48.0,53.0,56.0,40.0,56.0,96.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U15 Women 64,ST MART Kia,59.89,43.0,-45.0,45.0,53.0,56.0,-58.0,45.0,56.0,101.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 55,DOUYERE Solene,54.85,44.0,47.0,50.0,-54.0,55.0,-60.0,50.0,55.0,105.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 59,RICHARD Kéllia,55.28,50.0,-53.0,55.0,68.0,72.0,75.0,55.0,75.0,130.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 64,SMITH Gabrielle,63.7,-50.0,50.0,52.0,65.0,68.0,69.0,52.0,69.0,121.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 64,ROBERT Célia,63.87,49.0,52.0,54.0,60.0,64.0,67.0,54.0,67.0,121.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 76,FIRENZULA Maya charlotte,73.76,60.0,65.0,-68.0,-75.0,75.0,-77.0,65.0,75.0,140.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U17 Women 81,MAILLOT Indira,77.97,55.0,58.0,-60.0,72.0,75.0,-77.0,58.0,75.0,133.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U20 Women 49,XAVIER Célia,48.93,36.0,-38.0,-40.0,-49.0,-52.0,-55.0,36.0,0.0,0.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U20 Women 59,THIANN-BO MOREL Lolita,58.75,-56.0,-57.0,57.0,-69.0,70.0,-72.0,57.0,70.0,127.0
REU - Eliminatoire de Ligue - Saint pierre - U15-17-20- FEMININ,2025-04-05,U20 Women 64,GOURREAU Naomi,60.72,45.0,47.0,-49.0,53.0,-55.0,55.0,47.0,55.0,102.0
