event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U15 Women 49,GENTNER Cloé,48.0,22.0,24.0,-26.0,32.0,34.0,-36.0,24.0,34.0,58.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U17 Women 45,WACK Cléone,40.8,-27.0,27.0,-29.0,36.0,-39.0,39.0,27.0,39.0,66.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U17 Women 55,KOESSLER Noéline,54.1,26.0,-29.0,29.0,30.0,33.0,35.0,29.0,35.0,64.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U17 Women 64,PLUMERE Josephine,62.65,19.0,21.0,23.0,24.0,26.0,28.0,23.0,28.0,51.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U17 Women 71,VERCOUTTER Lounya,66.9,22.0,-24.0,25.0,30.0,33.0,36.0,25.0,36.0,61.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U17 Women 76,JUNG-BUCH Léonie,72.5,33.0,-36.0,36.0,45.0,48.0,50.0,36.0,50.0,86.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,U20 Women 64,MASSLO Lucie,63.0,-29.0,29.0,-32.0,35.0,39.0,42.0,29.0,42.0,71.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 55,WEBER Magali,52.9,46.0,-50.0,50.0,56.0,60.0,-62.0,50.0,60.0,110.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 55,FERON-GRIMM Lilou,54.3,30.0,32.0,-34.0,40.0,43.0,-45.0,32.0,43.0,75.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 64,ROTH Louna,59.1,33.0,36.0,-39.0,42.0,-45.0,45.0,36.0,45.0,81.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 71,DOUDOURGOVA Marem,69.1,32.0,36.0,-40.0,-46.0,46.0,-48.0,36.0,46.0,82.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 71,SCHOLLMETER Tiffany,68.6,27.0,30.0,-32.0,35.0,40.0,44.0,30.0,44.0,74.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 71,SCHRENCK Maryline,64.9,30.0,33.0,36.0,-35.0,35.0,-40.0,36.0,35.0,71.0
GE - Challenge Avenir - Strasbourg - Bas-Rhin - U15 - U17 - U20 - Seniors Féminines,2024-05-25,SEN Women 76,JEANNINGROS Helene,71.9,36.0,-38.0,40.0,43.0,46.0,-50.0,40.0,46.0,86.0
