event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 61,MBENGA HARDOROCK Kylian emmanuel,56.2,39.0,42.0,45.0,53.0,57.0,-60.0,45.0,57.0,102.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 61,BRAUN-KILMETIS Sascha,58.1,27.0,-30.0,-30.0,32.0,35.0,38.0,27.0,38.0,65.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 61,MONTANUY Loick,57.1,25.0,-28.0,28.0,32.0,-35.0,35.0,28.0,35.0,63.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 81,AIT CHALALET Samy,79.3,36.0,38.0,40.0,38.0,42.0,47.0,40.0,47.0,87.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 73,CHIVÉ Lilian,72.8,-62.0,-62.0,62.0,73.0,76.0,78.0,62.0,78.0,140.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 81,CASSOBIE Mathys,77.5,70.0,74.0,76.0,84.0,-88.0,-88.0,76.0,84.0,160.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 81,LECOMTE Louis,76.7,47.0,-49.0,50.0,56.0,58.0,-61.0,50.0,58.0,108.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 96,ROLLAND Jérémie,90.8,45.0,47.0,50.0,56.0,58.0,61.0,50.0,61.0,111.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 61,VASSEUR Remy,57.2,41.0,45.0,47.0,50.0,53.0,56.0,47.0,56.0,103.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 55,SANTOS FERNANDES Christelle,53.4,25.0,-29.0,31.0,35.0,-40.0,-42.0,31.0,35.0,66.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 59,DUCHENNE ALLARD Alexya,57.4,27.0,30.0,-35.0,37.0,40.0,-43.0,30.0,40.0,70.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 64,POMERET Clemence,63.1,40.0,43.0,45.0,52.0,55.0,57.0,45.0,57.0,102.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 64,PENCOLE Yael,61.1,40.0,43.0,-46.0,52.0,-55.0,-55.0,43.0,52.0,95.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 71,SANTOS Anais,71.0,25.0,28.0,31.0,39.0,43.0,46.0,31.0,46.0,77.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women >81,BAUDOUIN Marjane,91.0,37.0,40.0,42.0,-50.0,50.0,53.0,42.0,53.0,95.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 55,SANTOS FERNANDES Christelle,53.4,25.0,-29.0,31.0,35.0,-40.0,-42.0,31.0,35.0,66.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 59,DUCHENNE ALLARD Alexya,57.4,27.0,30.0,-35.0,37.0,40.0,-43.0,30.0,40.0,70.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 64,POMERET Clemence,63.1,40.0,43.0,45.0,52.0,55.0,57.0,45.0,57.0,102.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 64,PENCOLE Yael,61.1,40.0,43.0,-46.0,52.0,-55.0,-55.0,43.0,52.0,95.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 71,SANTOS Anais,71.0,25.0,28.0,31.0,39.0,43.0,46.0,31.0,46.0,77.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women >81,BAUDOUIN Marjane,91.0,37.0,40.0,42.0,-50.0,50.0,53.0,42.0,53.0,95.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 96,BIALKOWSKI Simon,89.7,28.0,32.0,35.0,30.0,35.0,40.0,35.0,40.0,75.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 55,GUEREL Simon,52.0,45.0,-50.0,50.0,60.0,-65.0,65.0,50.0,65.0,115.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 61,FAELENS Noah,59.1,58.0,-62.0,-62.0,77.0,-81.0,-81.0,58.0,77.0,135.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 73,COTTEREAU Antoine,68.4,78.0,-82.0,82.0,-98.0,98.0,-102.0,82.0,98.0,180.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 73,BAH-TIREAU Tancrede,70.0,40.0,45.0,50.0,50.0,55.0,60.0,50.0,60.0,110.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 81,MORO Anthony,80.1,86.0,-90.0,90.0,105.0,110.0,-113.0,90.0,110.0,200.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 81,GUILLEBAUD Ewan,78.3,75.0,80.0,-85.0,95.0,100.0,-105.0,80.0,100.0,180.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 109,AOUAR Nielsen,106.6,-85.0,85.0,90.0,115.0,-118.0,-118.0,90.0,115.0,205.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men >109,CORADO GARRO Lenny,116.9,85.0,90.0,95.0,115.0,-120.0,120.0,95.0,120.0,215.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Men 96,BIALKOWSKI Simon,89.7,28.0,32.0,35.0,30.0,35.0,40.0,35.0,40.0,75.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 55,GUEREL Simon,52.0,45.0,-50.0,50.0,60.0,-65.0,65.0,50.0,65.0,115.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Men 61,FAELENS Noah,59.1,58.0,-62.0,-62.0,77.0,-81.0,-81.0,58.0,77.0,135.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 73,COTTEREAU Antoine,68.4,78.0,-82.0,82.0,-98.0,98.0,-102.0,82.0,98.0,180.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 73,BAH-TIREAU Tancrede,70.0,40.0,45.0,50.0,50.0,55.0,60.0,50.0,60.0,110.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 81,MORO Anthony,80.1,86.0,-90.0,90.0,105.0,110.0,-113.0,90.0,110.0,200.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 81,GUILLEBAUD Ewan,78.3,75.0,80.0,-85.0,95.0,100.0,-105.0,80.0,100.0,180.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men 109,AOUAR Nielsen,106.6,-85.0,85.0,90.0,115.0,-118.0,-118.0,90.0,115.0,205.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Men >109,CORADO GARRO Lenny,116.9,85.0,90.0,95.0,115.0,-120.0,120.0,95.0,120.0,215.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U15 Women 59,LE NOC Orlane,55.7,32.0,35.0,-38.0,41.0,-45.0,-45.0,35.0,41.0,76.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 55,BORY Mila,52.8,21.0,23.0,-25.0,26.0,28.0,-32.0,23.0,28.0,51.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 64,BEDEIR LARADE Safana,59.6,22.0,25.0,27.0,35.0,40.0,45.0,27.0,45.0,72.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U17 Women 71,DUPIC MAJKA Oksana,64.7,25.0,28.0,-30.0,33.0,38.0,41.0,28.0,41.0,69.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Women 55,PEREZ-NICOLAS Mayomi,55.0,23.0,25.0,-28.0,35.0,38.0,40.0,25.0,40.0,65.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Women 59,BONNET Flavie,58.0,55.0,58.0,60.0,-75.0,75.0,-80.0,60.0,75.0,135.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Women 59,CHAMPION Lilou,55.3,43.0,45.0,48.0,50.0,53.0,-56.0,48.0,53.0,101.0
IDF - Cpe de France des Clubs - Saint-maur - 1er tour CADETS et JUNIORS HOMMES,2023-03-12,U20 Women 59,HERBIN Vinciane,57.8,38.0,-41.0,-41.0,45.0,48.0,-51.0,38.0,48.0,86.0
