meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Rocky Mountain StateGames,2023-07-29,Open Men's 109kg,Joseph Kauhaahaa,108.3,112,116,-120,140,150,-160,116,150,266
Rocky Mountain StateGames,2023-07-29,Men's Masters (50-54) +109kg,Paul Herrera,132.8,110,115,120,-130,-130,130,120,130,250
Rocky Mountain StateGames,2023-07-29,Open Men's 81kg,Travis Lemmon,78.2,100,105,-110,123,127,132,105,132,237
Rocky Mountain StateGames,2023-07-29,Open Men's 96kg,Mario Marmol,96,92,95,98,120,-126,132,98,132,230
Rocky Mountain StateGames,2023-07-29,Open Men's 96kg,Luis Bustamante,94.4,93,98,103,115,120,126,103,126,229
Rocky Mountain StateGames,2023-07-29,Open Men's 89kg,Alfred Westley,86.5,90,-96,96,115,120,-125,96,120,216
Rocky Mountain StateGames,2023-07-29,Men's Masters (40-44) 73kg,Rey Jan Garma,72.5,-90,-90,90,115,120,-125,90,120,210
Rocky Mountain StateGames,2023-07-29,Open Men's 96kg,Brad Medley,94.1,88,93,-97,105,111,-115,93,111,204
Rocky Mountain StateGames,2023-07-29,Open Men's 96kg,Ryan Harrison,94.9,-79,-81,81,112,117,-126,81,117,198
Rocky Mountain StateGames,2023-07-29,Men's 16-17 Age Group 81kg,Jacob Szukala,74.6,-81,84,86,-105,105,-110,86,105,191
Rocky Mountain StateGames,2023-07-29,Men's Masters (40-44) +109kg,Benjamin Huff,112.8,79,82,84,97,100,105,84,105,189
Rocky Mountain StateGames,2023-07-29,Open Women's 64kg,Kimberlea Stonewerth,60.4,76,78,80,89,91,93,80,93,173
Rocky Mountain StateGames,2023-07-29,Women's Masters (35-39) 87kg,Elyssabeth Beers,83.5,71,73,-75,83,86,89,73,89,162
Rocky Mountain StateGames,2023-07-29,Open Women's 81kg,Kelsey Thompson,79.6,66,-68,-69,86,89,94,66,94,160
Rocky Mountain StateGames,2023-07-29,Men's 16-17 Age Group 89kg,Ethan Stubbs,87.7,60,63,66,83,87,-90,66,87,153
Rocky Mountain StateGames,2023-07-29,Women's Masters (35-39) 71kg,Nadine Steinger,67.4,60,64,66,78,83,86,66,86,152
Rocky Mountain StateGames,2023-07-29,Open Women's 87kg,Kerry Bader,85.6,63,66,-70,75,80,-85,66,80,146
Rocky Mountain StateGames,2023-07-29,Women's Masters (40-44) 76kg,Katherine Cirone,74.5,52,55,60,75,80,85,60,85,145
Rocky Mountain StateGames,2023-07-29,Open Women's 87kg,Kayla Braun,86.9,59,62,65,74,78,-81,65,78,143
Rocky Mountain StateGames,2023-07-29,Women's Masters (40-44) 87kg,Marissa Sterrett,83.4,59,61,-63,75,78,80,61,80,141
Rocky Mountain StateGames,2023-07-29,Women's Masters (35-39) 64kg,Sarah Smiley,62.7,55,58,60,75,79,-83,60,79,139
