event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
T&IL National Seriestevne,2025-06-07,female - Ungdom Kvinner,Frida Dingsør Syversen,44,15,16,17,20,22,23,17,23,40
T&IL National Seriestevne,2025-06-07,female - Ungdom Kvinner,Emma Hundstuen,44,16,17,18,20,22,23,18,23,41
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,Darian Aas,56,20,23,-25,30,-33,33,23,33,56
T&IL National Seriestevne,2025-06-07,female - Ungdom Kvinner,Arwen Olea Dagsland Ravneng,69,31,33,-35,42,45,47,33,47,80
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,Cornelis Belsby,65,31,33,-35,40,43,45,33,45,78
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,Marius Lunde Karagiannis,65,63,-66,-66,-76,76,82,63,82,145
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,Jørgen Bysveen,71,83,-86,87,102,107,-112,87,107,194
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,John Martin Torres Eriksen,79,48,51,53,62,66,-70,53,66,119
T&IL National Seriestevne,2025-06-07,male - Ungdom Menn,Julian Cao,79,54,-57,57,74,77,-80,57,77,134
T&IL National Seriestevne,2025-06-07,male - Senior Menn,Knut Bjering Strand,88,100,-106,-106,-120,-120,-120,100,0.0,0.0
T&IL National Seriestevne,2025-06-07,male - Veteran Menn over 70,Johan Thonerud,94,45,46,47,60,65,67,47,67,114
