event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Lyder Slagstad Aamot,88,70,-73,-73,90,-93,-93,70,90,160
Tambarskjelvar IL Seriestevne,2025-10-30,male - Junior Menn,Erik Orasmäe,71,73,75,78,89,92,-95,78,92,170
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Andreas Kvamsås Savland,88,81,85,-91,92,96,-100,85,96,181
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Oskar Kvame,56,15,17,19,22,-24,-24,19,22,41
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Aaron Jensen Fauske,79,80,-83,83,98,101,103,83,103,186
Tambarskjelvar IL Seriestevne,2025-10-30,female - Ungdom Kvinner,Emine Tefre Grønnevik,48,35,37,-39,47,50,52,37,52,89
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Matias Søgnebotnen Herstad,56,15,17,19,23,26,28,19,28,47
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Theodor Thorrud Amundsen,60,28,32,35,42,46,50,35,50,85
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Daniel Haukedal,56,20,22,24,24,27,30,24,30,54
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Andreas Kvame,71,65,68,-71,70,75,80,68,80,148
Tambarskjelvar IL Seriestevne,2025-10-30,male - Ungdom Menn,Olai Slagstad Aamot,88,90,-93,-93,110,115,-120,90,115,205
