event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tysvær VK Seriestevne,2024-02-28,Men's Youth Under 17 81Kg,William Kyvik,81,67,70,-74,85,90,-95,70,90,160
Tysvær VK Seriestevne,2024-02-28,Women's Junior Under 20 64Kg,Rina Tysse,64,40,43,-45,48,51,-53,43,51,94
Tysvær VK Seriestevne,2024-02-28,Men's Masters (55-59) 102kg,Dag Rønnevik,102,70,75,-78,95,101,105,75,105,180
Tysvær VK Seriestevne,2024-02-28,Men's Junior Under 20 67Kg,Jonathan Ree,67,52,55,-60,65,70,-76,55,70,125
Tysvær VK Seriestevne,2024-02-28,Men's Youth Under 17 73Kg,Sean Elliot Rafols Paudel,73,75,80,-85,90,-100,-100,80,90,170
Tysvær VK Seriestevne,2024-02-28,Women's Youth Under 17 76Kg,Emma Aurora Hansen,76,-48,48,51,70,74,75,51,75,126
Tysvær VK Seriestevne,2024-02-28,Women's Youth Under 17 55Kg,Monika Øvrebø,55,28,31,-34,41,-45,-46,31,41,72
Tysvær VK Seriestevne,2024-02-28,Women's Masters (45-49) 87+Kg,Christine Berge Christiansen,87,30,-35,35,45,-50,-50,35,45,80
Tysvær VK Seriestevne,2024-02-28,Women's Youth Under 17 55Kg,Veslemøy Susort Toskedal,55,-31,-31,31,46,49,51,31,51,82
Tysvær VK Seriestevne,2024-02-28,Women's Youth Under 15 59Kg,Martine Nordal Hetland,59,19,22,-24,27,-30,-30,22,27,49
