event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Senior 89Kg,Adrian Henneli,89.0,112,-116,116,130,135,-140,116,135,251
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 17 73Kg,Andreas Kvamsås Savland,73.0,53,56,58,62,-65,-65,58,62,120
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Women's Youth Under 15 64Kg,Hedda Stubhaug Bruflot,64.0,-20,20,23,25,28,-30,23,28,51
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 17 96Kg,Jakub Kudyba,96.0,82,85,88,-100,-100,-100,88,-100,-12
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 15 49Kg,Kim Falkenstein Grønfur,49.0,20,23,25,32,35,37,25,37,62
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Women's Youth Under 15 45Kg,Live Thune Vaulen,45.0,17,20,-22,22,25,27,20,27,47
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 17 73Kg,Lyder Aamot,73.0,27,30,-33,37,42,45,30,45,75
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Women's Youth Under 17 71Kg,Mariell Endestad Hellevang,71.0,55,58,60,75,-79,-79,60,75,135
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Women's Youth Under 15 49Kg,Nathalie Taigla Endestad,49.0,28,-30,-30,37,39,-41,28,39,67
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 15 61Kg,Nikolai Stubbhaug,61.0,25,28,30,34,37,40,30,40,70
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Men's Youth Under 17 73Kg,Olai Aamot,73.0,65,69,73,88,93,-98,73,93,166
Tambarskjelvar IL Seriestevne 5-kamp,2023-06-29,Women's Youth Under 15 40Kg,Tina Sægrov,40.0,16,18,-20,18,21,-23,18,21,39
