event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 67Kg,Aksel Svorstøl,67.0,75,78,-80,95,100,-105,78,100,178
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 81Kg,Alvolai Røyseth,81.0,93,96,99,110,115,120,99,120,219
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 81Kg,Brede Lesto,81.0,-65,65,-68,85,88,-91,65,88,153
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 67Kg,Erik Orasmäe,67.0,-57,57,60,70,74,76,60,76,136
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 96Kg,Jakub Kudyba,96.0,76,-79,79,90,-94,-96,79,90,169
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 89Kg,Jonathan Gustavsen,89.0,62,65,67,78,81,84,67,84,151
Tambarskjelvar IL Seriestevne,2023-08-31,Women's Youth Under 15 59Kg,Lilje Røyseth,59.0,25,27,29,38,41,43,29,43,72
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 73Kg,Lyder Aamot,73.0,37,40,-42,43,46,48,40,48,88
Tambarskjelvar IL Seriestevne,2023-08-31,Men's Youth Under 17 89Kg,Nima Berntsen,89.0,95,-99,-99,113,117,-121,95,117,212
Tambarskjelvar IL Seriestevne,2023-08-31,Women's Junior Under 20 81Kg,Trine Endestad Hellevang,81.0,63,66,-68,75,79,82,66,82,148
