event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Youth Under 17 73Kg,Aaron Jensen Fauske,73.0,60,63,65,73,76,79,65,79,144
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Youth Under 17 73Kg,Andreas Kvamsås Savland,73.0,48,50,52,53,55,-57,52,55,107
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Masters (65-69) 89Kg,Arne Larsen,89.0,51,55,60,70,75,,60,75,135
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Youth Under 15 61Kg,Erik Orasmäe,61.0,51,53,55,63,-66,-66,55,63,118
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Masters (40-44) 96Kg,Geir Grønnevik,96.0,-85,85,,111,,,85,111,196
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Youth Under 17 89Kg,Jonathan Gustavsen,89.0,63,65,-67,75,78,80,65,80,145
Tambarskjelvar IL Seriestevne,2023-02-16,Women's Youth Under 15 40Kg,Live Thune Vaulen,40.0,10,12,13,13,15,16,13,16,29
Tambarskjelvar IL Seriestevne,2023-02-16,Women's Youth Under 17 71Kg,Mariell Endestad Hellevang,71.0,57,-60,-60,67,70,73,57,73,130
Tambarskjelvar IL Seriestevne,2023-02-16,Women's Youth Under 15 45Kg,Nathalie Taigla Endestad,45.0,13,15,17,16,19,20,17,20,37
Tambarskjelvar IL Seriestevne,2023-02-16,Men's Youth Under 17 73Kg,Olai Aamot,73.0,58,61,-63,77,80,83,61,83,144
Tambarskjelvar IL Seriestevne,2023-02-16,Women's Youth Under 15 40Kg,Tina Sægrov,40.0,10,12,13,-13,15,16,13,16,29
Tambarskjelvar IL Seriestevne,2023-02-16,Women's Junior Under 20 76Kg,Trine Endestad Hellevang,76.0,65,68,-70,77,81,83,68,83,151
