event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 17 73Kg,Aaron Jensen Fauske,73.0,63,65,67,-78,78,-80,67,78,145
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 17 73Kg,Andreas Kvamsås Savland,73.0,51,53,55,58,62,-65,55,62,117
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Junior Under 20 55Kg,Emma Reiakvam,55.0,-37,37,-39,47,50,-52,37,50,87
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 15 61Kg,Erik Orasmäe,61.0,56,58,-59,66,71,-72,58,71,129
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Youth Under 15 64Kg,Hedda Stubhaug Bruflot,64.0,-14,-14,14,19,21,22,14,22,36
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 17 96Kg,Jakub Kudyba,96.0,74,-77,77,96,-101,-101,77,96,173
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 17 89Kg,Jonathan Gustavsen,89.0,63,-66,66,75,0,0,66,75,141
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Youth Under 15 45Kg,Live Thune Vaulen,45.0,13,15,-16,19,21,22,15,22,37
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Youth Under 17 71Kg,Mariell Endestad Hellevang,71.0,59,61,63,73,76,-79,63,76,139
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Youth Under 15 45Kg,Nathalie Taigla Endestad,45.0,19,21,22,25,28,30,22,30,52
Tambarskjelvar IL Seriestevne,2023-03-30,Men's Youth Under 17 73Kg,Olai Aamot,73.0,62,-65,-65,80,86,-88,62,86,148
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Senior 59Kg,Rebekka Tao Jacobsen,59.0,75,78,-80,99,102,105,78,105,183
Tambarskjelvar IL Seriestevne,2023-03-30,Women's Junior Under 20 76Kg,Trine Endestad Hellevang,76.0,68,-70,-70,83,86,88,68,88,156
