event,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 67Kg,Edward Skinner,66.7,81,85,87,108,115,0,87,115,202
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 89Kg,Alex Walters,82.7,80,85,0,105,0,0,85,105,190
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 96Kg,Stanley McIntyre,89.8,80,84,0,93,100,0,84,100,184
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Junior Under 20 87Kg,Ella Beard,84.3,63,67,0,90,95,0,67,95,162
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 17 55Kg,Amelie Pelta,53.7,47,50,52,62,65,67,52,67,119
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 15 76Kg,Daisy Jones,75.1,35,40,0,54,57,0,40,57,97
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 17 76Kg,Sasha Knetsch,73.4,35,37,39,48,51,0,39,51,90
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 17 81+Kg,Aaliyah Weekes,86,30,32,34,42,44,0,34,44,78
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 17 71Kg,Emilia Hauptfleisch,64.7,28,30,0,40,43,0,30,43,73
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 55Kg,Aiden Kember,53.3,27,30,32,40,0,0,32,40,72
Blackheath Weightlifting Club Youth Only,2023-04-16,Women's Youth Under 17 81+Kg,Stevie  mcnulty,84.2,25,28,31,35,38,41,31,41,72
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 49Kg,Waylon Lee,46.5,24,26,28,34,36,38,28,38,66
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 49Kg,Johnny Houlker-Mountier,44,20,23,25,32,35,0,25,35,60
Blackheath Weightlifting Club Youth Only,2023-04-16,Men's Youth Under 17 49Kg,Stuart Moore,38.7,20,22,24,25,28,32,24,32,56
