meet,date,age_category,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
2022 Strong Winter Meet!,2022-12-17,Open Men's 96kg,alireza yazdanshenas,94.85,118,-123,-128,157,-163,-165,118,157,275
2022 Strong Winter Meet!,2022-12-17,Open Men's 96kg,Miguel Ponce Kinser,95.9,94,97,100,129,134,-140,100,134,234
2022 Strong Winter Meet!,2022-12-17,Men's Masters (45-49) +109kg,Michael Spruell,117.25,83,89,-95,122,127,132,89,132,221
2022 Strong Winter Meet!,2022-12-17,Open Men's 102kg,Luis Cruz,101.8,83,87,-91,116,122,127,87,127,214
2022 Strong Winter Meet!,2022-12-17,Open Men's 89kg,Bradford Neumann,84.1,82,88,94,-105,108,-116,94,108,202
2022 Strong Winter Meet!,2022-12-17,Open Men's +109kg,William Wylie,119.05,-79,80,84,108,115,-121,84,115,199
2022 Strong Winter Meet!,2022-12-17,Open Men's 96kg,John Townsend,93,84,89,-95,-104,106,-126,89,106,195
2022 Strong Winter Meet!,2022-12-17,Men's Masters (40-44) 96kg,Alexi Velasquez,95.65,-65,68,75,105,108,-112,75,108,183
2022 Strong Winter Meet!,2022-12-17,Women's Masters (40-44) 81kg,Courtney Burbridge,78.05,-68,-68,68,88,-91,91,68,91,159
2022 Strong Winter Meet!,2022-12-17,Men's Masters (35-39) 89kg,Alex Styers,86.55,64,-67,69,86,-91,-93,69,86,155
2022 Strong Winter Meet!,2022-12-17,Open Women's 71kg,Erica Anzualda,67.45,60,63,66,81,85,88,66,88,154
2022 Strong Winter Meet!,2022-12-17,Women's Masters (40-44) 87kg,Carrie Pfannerstill,85.1,-64,-66,66,84,87,-91,66,87,153
2022 Strong Winter Meet!,2022-12-17,Women's Masters (45-49) 64kg,Venessa Halverson,63.25,59,-62,62,77,80,-83,62,80,142
2022 Strong Winter Meet!,2022-12-17,Open Women's +87kg,Madisyn Hudson,100.7,55,-58,58,75,80,-82,58,80,138
2022 Strong Winter Meet!,2022-12-17,Open Women's 71kg,Allison Kelley,70.7,60,-63,63,71,73,-75,63,73,136
2022 Strong Winter Meet!,2022-12-17,Open Women's 64kg,Amanda Putnam,64,-58,59,61,70,73,-75,61,73,134
2022 Strong Winter Meet!,2022-12-17,Open Men's 81kg,Jack Roth,76.35,-54,55,59,68,72,75,59,75,134
2022 Strong Winter Meet!,2022-12-17,Women's Masters (35-39) 64kg,Mary Dresser,62.1,52,55,58,68,71,75,58,75,133
2022 Strong Winter Meet!,2022-12-17,Open Women's +87kg,Allison Stinchcomb,90.8,50,53,-56,71,74,-77,53,74,127
2022 Strong Winter Meet!,2022-12-17,Women's Masters (35-39) +87kg,Mary Grubbs,103.55,48,51,-53,-71,71,73,51,73,124
2022 Strong Winter Meet!,2022-12-17,Open Women's 81kg,Lorena Portillo,80,53,-55,-57,70,-74,-75,53,70,123
2022 Strong Winter Meet!,2022-12-17,Open Men's 81kg,Thomas Seive,80,50,55,-60,60,65,-70,55,65,120
2022 Strong Winter Meet!,2022-12-17,Open Women's 76kg,Ivy Sweeden,76,45,-51,51,67,-72,-73,51,67,118
2022 Strong Winter Meet!,2022-12-17,Women's Masters (35-39) 64kg,Kalah Thompson,61.85,47,49,51,61,64,-67,51,64,115
2022 Strong Winter Meet!,2022-12-17,Open Women's +87kg,Shelby Williams,109.7,45,48,-51,58,61,-64,48,61,109
2022 Strong Winter Meet!,2022-12-17,Women's Masters (35-39) 59kg,Linh Tran,58.7,44,46,-50,-59,62,-64,46,62,108
2022 Strong Winter Meet!,2022-12-17,Women's Masters (40-44) 64kg,Rebekah Silva,62.25,43,45,46,53,56,58,46,58,104
2022 Strong Winter Meet!,2022-12-17,Women's Masters (35-39) 76kg,Elizabeth Hudson,72.25,-40,41,44,53,56,-61,44,56,100
2022 Strong Winter Meet!,2022-12-17,Women's Masters (40-44) 71kg,Maritza Hamill,70.95,40,42,-46,-56,-56,56,42,56,98
2022 Strong Winter Meet!,2022-12-17,Women's Masters (40-44) 71kg,Hanna Saari,69.9,-38,38,-40,48,50,52,38,52,90
2022 Strong Winter Meet!,2022-12-17,Open Women's 59kg,Emily Clark,58.3,38,-43,-43,47,50,-55,38,50,88
2022 Strong Winter Meet!,2022-12-17,Open Women's 71kg,Lauren Fisher ,70.1,35,-39,-41,45,-48,48,35,48,83
2022 Strong Winter Meet!,2022-12-17,Women's Masters (50-54) +87kg,Michelle Aponte,94.75,34,36,-39,-43,43,46,36,46,82
2022 Strong Winter Meet!,2022-12-17,Open Women's 64kg,Ellery Estevan,63.8,32,-35,35,40,-44,44,35,44,79
2022 Strong Winter Meet!,2022-12-17,Women's Masters (45-49) 76kg,Mahalia Locklin,72.9,28,-30,30,46,-48,48,30,48,78
2022 Strong Winter Meet!,2022-12-17,Women's 13 Under Age Group 55kg,Olivia  Kohls,50.85,28,31,-33,40,43,-45,31,43,74
2022 Strong Winter Meet!,2022-12-17,Women's Masters (45-49) 71kg,Jill Boudreaux,64.3,23,25,27,37,40,42,27,42,69
2022 Strong Winter Meet!,2022-12-17,Women's 13 Under Age Group 45kg,Isabella Silva,44.65,23,25,27,32,34,-37,27,34,61
2022 Strong Winter Meet!,2022-12-17,Women's 13 Under Age Group 36kg,Claire White,34.45,20,23,-24,20,23,24,23,24,47
2022 Strong Winter Meet!,2022-12-17,Men's 13 Under Age Group 32kg,Carter Kohls,23.75,6,-8,8,11,13,-15,8,13,21
2022 Strong Winter Meet!,2022-12-17,Men's 13 Under Age Group 32kg,Stephen Adams,21.8,8,9,-11,10,-11,11,9,11,20
2022 Strong Winter Meet!,2022-12-17,Open Women's 71kg,Andreina Bencomo,70.35,-33,-33,-33,40,43,-46,0,43,0
