event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
National Age-Grade Championships - 2025,2025-07-12,female - U13 F 40,Harper MILNE,33.05,11.0,12.0,13.0,13.0,14.0,15.0,13.0,15.0,28.0
National Age-Grade Championships - 2025,2025-07-12,female - U13 F 58,Paige MINIHANE,56.15,36.0,38.0,40.0,45.0,48.0,51.0,40.0,51.0,91.0
National Age-Grade Championships - 2025,2025-07-12,female - U13 F 69,Laura NOVAK,67.35,61.0,63.0,65.0,77.0,79.0,81.0,65.0,81.0,146.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 53,Darcey NEWELL,51.95,48.0,50.0,52.0,67.0,69.0,71.0,52.0,71.0,123.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 53,Faye MCGRATH,49.25,28.0,31.0,33.0,34.0,37.0,40.0,33.0,40.0,73.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 58,Leah MURPHY,54.65,23.0,25.0,-27.0,33.0,36.0,-40.0,25.0,36.0,61.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 63,Leah JORDAN,60.25,46.0,48.0,-50.0,54.0,57.0,60.0,48.0,60.0,108.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 63,Katie HAMILTON,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F 69,Anna MCLARNON,67.45,52.0,54.0,56.0,67.0,-69.0,70.0,56.0,70.0,126.0
National Age-Grade Championships - 2025,2025-07-12,female - U15 F >69,Penelope O'KEEFFE,73.35,26.0,28.0,30.0,35.0,39.0,42.0,30.0,42.0,72.0
National Age-Grade Championships - 2025,2025-07-12,female - YTH F 58,Sally KELLEHER,53.35,36.0,-39.0,-39.0,44.0,46.0,49.0,36.0,49.0,85.0
National Age-Grade Championships - 2025,2025-07-12,female - YTH F 69,Zara Mulhall WERNER,65.25,25.0,28.0,31.0,32.0,36.0,40.0,31.0,40.0,71.0
National Age-Grade Championships - 2025,2025-07-12,female - YTH F 77,Tara MCLARNON,71.25,-40.0,-40.0,-40.0,48.0,52.0,-55.0,0.0,52.0,0.0
National Age-Grade Championships - 2025,2025-07-12,female - YTH F >77,Sienna CAMPION,86.15,50.0,53.0,56.0,63.0,67.0,70.0,56.0,70.0,126.0
National Age-Grade Championships - 2025,2025-07-12,female - JR F 63,Sinead BOWERS,58.95,45.0,-48.0,48.0,60.0,-62.0,62.0,48.0,62.0,110.0
National Age-Grade Championships - 2025,2025-07-12,female - JR F 77,Alanna CUDDY,74.75,59.0,62.0,-64.0,76.0,79.0,81.0,62.0,81.0,143.0
National Age-Grade Championships - 2025,2025-07-12,female - JR F 77,Michaela ELDERS,76.65,42.0,45.0,-48.0,50.0,53.0,-56.0,45.0,53.0,98.0
National Age-Grade Championships - 2025,2025-07-12,female - U23 F 69,Casey KEENAGHAN,68.6,69.0,72.0,75.0,-88.0,-88.0,88.0,75.0,88.0,163.0
National Age-Grade Championships - 2025,2025-07-12,female - U23 F 77,Shauna KIELTY,74.45,74.0,-77.0,-77.0,94.0,97.0,-100.0,74.0,97.0,171.0
National Age-Grade Championships - 2025,2025-07-12,female - U23 F 77,Sorcha BROE-BRADY,72.65,65.0,68.0,-71.0,83.0,-86.0,86.0,68.0,86.0,154.0
National Age-Grade Championships - 2025,2025-07-12,female - U23 F 86,Isobel CLERK,86.0,60.0,62.0,64.0,-72.0,72.0,75.0,64.0,75.0,139.0
