event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Cork Open - 2025,2025-10-11,female - U13 F 58,Emily Magee,53.9,18.0,19.0,20.0,23.0,24.0,26.0,20.0,26.0,46.0
Cork Open - 2025,2025-10-11,female - U13 F >69,Ellie Hugues,81.0,29.0,32.0,35.0,41.0,43.0,46.0,35.0,46.0,81.0
Cork Open - 2025,2025-10-11,female - U15 F 53,Faye McGrath,49.9,33.0,36.0,-40.0,40.0,43.0,-46.0,36.0,43.0,79.0
Cork Open - 2025,2025-10-11,female - U15 F 58,Leah Murphy,56.9,23.0,24.0,27.0,36.0,39.0,41.0,27.0,41.0,68.0
Cork Open - 2025,2025-10-11,female - U15 F 77,Penelope O'Keeffe,75.8,29.0,31.0,33.0,36.0,39.0,45.0,33.0,45.0,78.0
Cork Open - 2025,2025-10-11,female - YTH F 58,Sally Kelleher,56.2,40.0,-42.0,-42.0,48.0,51.0,54.0,40.0,54.0,94.0
Cork Open - 2025,2025-10-11,female - YTH F 69,Ella O'Sullivan,65.7,23.0,25.0,27.0,37.0,41.0,-43.0,27.0,41.0,68.0
Cork Open - 2025,2025-10-11,female - F 53,Sharon O'Sullivan,51.1,52.0,55.0,-57.0,60.0,65.0,70.0,55.0,70.0,125.0
Cork Open - 2025,2025-10-11,female - F 58,Eithne Harte,57.6,57.0,60.0,-63.0,76.0,78.0,80.0,60.0,80.0,140.0
Cork Open - 2025,2025-10-11,female - F 58,Louise Dumaplin,56.45,41.0,-43.0,43.0,57.0,-59.0,-59.0,43.0,57.0,100.0
Cork Open - 2025,2025-10-11,female - F 58,Clare McEntee,57.6,41.0,43.0,-45.0,-51.0,-54.0,54.0,43.0,54.0,97.0
Cork Open - 2025,2025-10-11,female - F 58,Sophie Brazil,57.7,34.0,36.0,39.0,44.0,47.0,-49.0,39.0,47.0,86.0
Cork Open - 2025,2025-10-11,female - F 58,Maria Cahalane,55.8,-33.0,-33.0,-33.0,42.0,44.0,46.0,0.0,46.0,0.0
Cork Open - 2025,2025-10-11,female - F 63,Martha Rochford,62.6,-65.0,-65.0,65.0,-90.0,92.0,95.0,65.0,95.0,160.0
Cork Open - 2025,2025-10-11,female - F 63,Gillian Hession,62.7,55.0,58.0,61.0,72.0,75.0,78.0,61.0,78.0,139.0
Cork Open - 2025,2025-10-11,female - F 63,Stephanie Heeran,61.7,-52.0,52.0,54.0,68.0,-70.0,-72.0,54.0,68.0,122.0
Cork Open - 2025,2025-10-11,female - F 63,Caroline Poovelil,59.1,48.0,51.0,-54.0,65.0,-68.0,68.0,51.0,68.0,119.0
Cork Open - 2025,2025-10-11,female - F 63,Juanita Brennan,62.1,40.0,42.0,-44.0,54.0,57.0,-60.0,42.0,57.0,99.0
Cork Open - 2025,2025-10-11,female - F 63,Jasna Popovic,60.5,-36.0,37.0,-41.0,46.0,49.0,-52.0,37.0,49.0,86.0
Cork Open - 2025,2025-10-11,female - F 63,Anne Desmond,58.9,32.0,33.0,-34.0,42.0,44.0,-46.0,33.0,44.0,77.0
Cork Open - 2025,2025-10-11,female - F 63,Marion Cail,59.0,32.0,-34.0,34.0,41.0,-43.0,-45.0,34.0,41.0,75.0
Cork Open - 2025,2025-10-11,female - F 63,Isabel Bartak-Healy,60.3,-42.0,-43.0,-43.0,50.0,-53.0,53.0,0.0,53.0,0.0
Cork Open - 2025,2025-10-11,female - F 69,Ailbhe Mulvihill,68.2,67.0,70.0,73.0,81.0,84.0,88.0,73.0,88.0,161.0
Cork Open - 2025,2025-10-11,female - F 69,Dearbhla Ormonde,66.5,64.0,67.0,-70.0,84.0,88.0,91.0,67.0,91.0,158.0
Cork Open - 2025,2025-10-11,female - F 69,Elizabeth Schmidt,65.0,-43.0,43.0,45.0,57.0,-59.0,-59.0,45.0,57.0,102.0
Cork Open - 2025,2025-10-11,female - F 69,Orla Clancy,65.8,41.0,44.0,-46.0,52.0,55.0,57.0,44.0,57.0,101.0
Cork Open - 2025,2025-10-11,female - F 69,Maeve McCarthy,67.8,41.0,43.0,-46.0,50.0,54.0,-56.0,43.0,54.0,97.0
Cork Open - 2025,2025-10-11,female - F 77,Casey Keenaghan,71.6,71.0,75.0,79.0,88.0,92.0,-96.0,79.0,92.0,171.0
Cork Open - 2025,2025-10-11,female - F 77,Sorcha Broe-Brady,72.8,69.0,72.0,74.0,86.0,89.0,-92.0,74.0,89.0,163.0
Cork Open - 2025,2025-10-11,female - F 77,Nadine Hayes,72.5,60.0,63.0,66.0,80.0,-83.0,83.0,66.0,83.0,149.0
Cork Open - 2025,2025-10-11,female - F 77,Ide Healy,75.9,56.0,-60.0,62.0,67.0,71.0,79.0,62.0,79.0,141.0
Cork Open - 2025,2025-10-11,female - F 77,Edwina Dooley,77.0,-48.0,48.0,51.0,-62.0,-62.0,62.0,51.0,62.0,113.0
Cork Open - 2025,2025-10-11,female - F 77,Anja Tetzner,70.7,41.0,44.0,-47.0,59.0,62.0,-63.0,44.0,62.0,106.0
Cork Open - 2025,2025-10-11,female - F 77,Mollie O'Mahony,74.4,41.0,43.0,-46.0,60.0,-63.0,-63.0,43.0,60.0,103.0
Cork Open - 2025,2025-10-11,female - F 77,Michelle O'Keeffe,76.9,38.0,40.0,-42.0,46.0,50.0,54.0,40.0,54.0,94.0
Cork Open - 2025,2025-10-11,female - F 77,Luciana Clarke,69.4,-45.0,45.0,-48.0,58.0,-61.0,61.0,45.0,61.0,106.0
Cork Open - 2025,2025-10-11,female - F 86,Noreen Plunkett,83.0,46.0,49.0,52.0,64.0,67.0,70.0,52.0,70.0,122.0
Cork Open - 2025,2025-10-11,female - F 86,Marian Walsh,81.2,46.0,49.0,-52.0,62.0,65.0,-67.0,49.0,65.0,114.0
Cork Open - 2025,2025-10-11,female - F 86,Priscilla O'Sullivan,84.5,38.0,40.0,-42.0,55.0,57.0,60.0,40.0,60.0,100.0
Cork Open - 2025,2025-10-11,female - F 86,Carina Confalone,80.3,38.0,41.0,43.0,50.0,53.0,56.0,43.0,56.0,99.0
Cork Open - 2025,2025-10-11,female - F 86,Oonagh Brennan,82.4,39.0,41.0,-43.0,50.0,-53.0,53.0,41.0,53.0,94.0
Cork Open - 2025,2025-10-11,female - F 86,Lily Harnett,80.2,35.0,37.0,40.0,-50.0,50.0,52.0,40.0,52.0,92.0
Cork Open - 2025,2025-10-11,female - F 86,Mary Jo Corey,83.5,32.0,33.0,35.0,42.0,-44.0,-44.0,35.0,42.0,77.0
Cork Open - 2025,2025-10-11,female - F >86,Lorraine O'Brien,97.8,45.0,48.0,51.0,69.0,73.0,75.0,51.0,75.0,126.0
Cork Open - 2025,2025-10-11,female - F >86,Jennifer Fitzgerald,86.7,45.0,48.0,51.0,67.0,71.0,74.0,51.0,74.0,125.0
Cork Open - 2025,2025-10-11,female - F >86,Maria Eleonora Rossi,86.3,36.0,39.0,42.0,53.0,57.0,60.0,42.0,60.0,102.0
Cork Open - 2025,2025-10-11,female - F >86,Susan Quirke,101.0,-29.0,30.0,-32.0,43.0,46.0,-49.0,30.0,46.0,76.0
Cork Open - 2025,2025-10-11,female - F >86,Hannah O'Connor,107.9,26.0,29.0,-32.0,-34.0,34.0,36.0,29.0,36.0,65.0
