event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
Ulster Open Championships - 2025,2025-12-29,male - U13 M 56,Alfie MCCLOY,48.95,15.0,17.0,-19.0,18.0,20.0,22.0,17.0,22.0,39.0
Ulster Open Championships - 2025,2025-12-29,male - U13 M 56,Reece BELL,36.65,-12.0,12.0,13.0,12.0,14.0,-16.0,13.0,14.0,27.0
Ulster Open Championships - 2025,2025-12-29,male - YTH M 65,Rory O'DONOGHUE,62.75,60.0,63.0,65.0,73.0,75.0,77.0,65.0,77.0,142.0
Ulster Open Championships - 2025,2025-12-29,male - YTH M 65,Harrison MCGROGAN,63.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulster Open Championships - 2025,2025-12-29,male - YTH M 79,Brody NEELY,72.95,-91.0,91.0,94.0,114.0,118.0,-122.0,94.0,118.0,212.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,James KNOX,78.66,-120.0,120.0,-125.0,140.0,-145.0,0.0,120.0,140.0,260.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,Liam MCGUINNESS,78.2,-95.0,95.0,-100.0,125.0,130.0,-135.0,95.0,130.0,225.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,Hasan SINANOVIC,78.7,81.0,85.0,-89.0,-105.0,108.0,-113.0,85.0,108.0,193.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,Joe O'HARA,77.2,75.0,81.0,-86.0,85.0,92.0,-95.0,81.0,92.0,173.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,Stephen CAHILL,74.1,68.0,71.0,-74.0,90.0,-94.0,94.0,71.0,94.0,165.0
Ulster Open Championships - 2025,2025-12-29,male - M 79,Jason CULBERTSON,77.8,65.0,68.0,71.0,87.0,90.0,93.0,71.0,93.0,164.0
Ulster Open Championships - 2025,2025-12-29,male - M 88,Stephen BEASANT,87.2,104.0,-108.0,-108.0,142.0,-146.0,-148.0,104.0,142.0,246.0
Ulster Open Championships - 2025,2025-12-29,male - M 88,Aran WHELAN,83.65,77.0,81.0,84.0,111.0,116.0,120.0,84.0,120.0,204.0
Ulster Open Championships - 2025,2025-12-29,male - M 88,Ciaran DEMPSEY,86.8,87.0,-90.0,-90.0,116.0,-120.0,-121.0,87.0,116.0,203.0
Ulster Open Championships - 2025,2025-12-29,male - M 88,Adam STALLEY,86.4,-85.0,85.0,-90.0,110.0,115.0,-120.0,85.0,115.0,200.0
Ulster Open Championships - 2025,2025-12-29,male - M 88,Tony MEADOWS,84.3,68.0,71.0,74.0,88.0,91.0,-93.0,74.0,91.0,165.0
Ulster Open Championships - 2025,2025-12-29,male - M 94,Matthew MCKEE,93.45,118.0,122.0,125.0,-143.0,-143.0,145.0,125.0,145.0,270.0
Ulster Open Championships - 2025,2025-12-29,male - M 94,Tom SHANNON,92.0,105.0,108.0,110.0,141.0,145.0,148.0,110.0,148.0,258.0
Ulster Open Championships - 2025,2025-12-29,male - M 94,Evan VINES,93.1,103.0,107.0,110.0,130.0,-134.0,135.0,110.0,135.0,245.0
Ulster Open Championships - 2025,2025-12-29,male - M 94,Carl DONNELLY,90.9,92.0,95.0,-98.0,116.0,120.0,-123.0,95.0,120.0,215.0
Ulster Open Championships - 2025,2025-12-29,male - M 94,Ciaran MULGREW,91.4,100.0,105.0,110.0,-130.0,-130.0,-130.0,110.0,0.0,0.0
Ulster Open Championships - 2025,2025-12-29,male - M 110,Luca GRATZER,102.8,100.0,105.0,-110.0,120.0,-125.0,-125.0,105.0,120.0,225.0
Ulster Open Championships - 2025,2025-12-29,male - M 110,Dermot DRAIN,99.9,72.0,-76.0,76.0,97.0,100.0,-103.0,76.0,100.0,176.0
Ulster Open Championships - 2025,2025-12-29,male - M 110,Mikey BYRNE,107.6,67.0,69.0,71.0,-100.0,100.0,103.0,71.0,103.0,174.0
Ulster Open Championships - 2025,2025-12-29,male - M 110+,Paul MCCORRY,140.0,93.0,-97.0,97.0,125.0,130.0,-135.0,97.0,130.0,227.0
