event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
InterVarsity Championships - 2025,2025-03-22,male - U13 M 56,Neil MURPHY,31.7,15.0,17.0,19.0,21.0,23.0,25.0,19.0,25.0,44.0
InterVarsity Championships - 2025,2025-03-22,male - U13 M 56,AJ CLANCY,47.1,8.0,10.0,13.0,15.0,17.0,19.0,13.0,19.0,32.0
InterVarsity Championships - 2025,2025-03-22,male - U13 M 56,Aaron CLANCY,25.0,5.0,7.0,8.0,6.0,7.0,8.0,8.0,8.0,16.0
InterVarsity Championships - 2025,2025-03-22,male - U13 M 88+,Konrad CAMPION,89.7,40.0,42.0,45.0,50.0,54.0,57.0,45.0,57.0,102.0
InterVarsity Championships - 2025,2025-03-22,male - U15 M 71,Brody NEELY,67.5,74.0,77.0,80.0,93.0,97.0,100.0,80.0,100.0,180.0
InterVarsity Championships - 2025,2025-03-22,male - YTH M 60,Rory O'DONOGHUE,59.0,48.0,51.0,55.0,58.0,62.0,65.0,55.0,65.0,120.0
InterVarsity Championships - 2025,2025-03-22,male - YTH M 65,Ben BRENNAN,62.8,98.0,-102.0,102.0,125.0,130.0,134.0,102.0,134.0,236.0
InterVarsity Championships - 2025,2025-03-22,male - YTH M 71,Jake COLLINS,67.7,28.0,31.0,33.0,36.0,39.0,-42.0,33.0,39.0,72.0
InterVarsity Championships - 2025,2025-03-22,male - YTH M 71,Darragh MAGEE,65.9,27.0,29.0,32.0,36.0,38.0,40.0,32.0,40.0,72.0
InterVarsity Championships - 2025,2025-03-22,male - YTH M 88,Thomas O'REGAN,85.0,52.0,-55.0,-55.0,72.0,75.0,-78.0,52.0,75.0,127.0
InterVarsity Championships - 2025,2025-03-22,male - JR M 60,Dylan GERRARD,57.4,25.0,28.0,-31.0,36.0,39.0,-42.0,28.0,39.0,67.0
InterVarsity Championships - 2025,2025-03-22,male - U23 M 65,Eoin MULLAN,63.6,81.0,83.0,-86.0,-100.0,100.0,104.0,83.0,104.0,187.0
InterVarsity Championships - 2025,2025-03-22,male - U23 M 65,Eireon GAMMAD,63.4,55.0,58.0,62.0,-70.0,70.0,-78.0,62.0,70.0,132.0
InterVarsity Championships - 2025,2025-03-22,male - M 71,Robert HOUGH,67.9,62.0,65.0,67.0,-88.0,88.0,-90.0,67.0,88.0,155.0
InterVarsity Championships - 2025,2025-03-22,male - M 71,Olivier BEFFORT,70.2,60.0,63.0,66.0,80.0,-84.0,84.0,66.0,84.0,150.0
InterVarsity Championships - 2025,2025-03-22,male - M 71,Noel MCCARTHY,70.2,62.0,64.0,68.0,-78.0,78.0,-82.0,68.0,78.0,146.0
