event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,GARCIA BRITO Luis Alberto,56.00,110,115,0,135,0,0,115,135,250
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,CALDERON LICOURT Arley Lazaro,55.90,98,101,105,128,132,-136,105,132,237
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,JOSEPH Edouard,56.00,-97,97,101,-128,-128,128,101,128,229
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,GUEMEZ CEL Jefreey Jose,56.00,-94,94,100,120,125,-129,100,125,225
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,OLMEDO ALVAREZ Ruben Alexis,55.09,95,98,-102,117,-121,-121,98,117,215
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,GUZMAN LOPEZ Leonardo Everardo,55.90,95,-99,-99,120,-125,-126,95,120,215
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,CRUZ LOPEZ Dario Enrique,56.00,-94,94,-98,-120,120,-126,94,120,214
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,HENRIQUEZ SERRANO Jonatan Francisco,55.10,85,90,92,110,115,118,92,118,210
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,LACAYO GONZALEZ Mith Roling,55.80,81,86,-91,108,115,121,86,121,207
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,56 kg Men,URREGO MEDINA Kevin Andres,56.00,0,0,0,0,0,0,0,0,0
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,VAZQUEZ MENDEZ Antonio,61.85,121,123,-126,160,165,-170,123,165,288
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,PIRON CANDELARIO Jhon Augusto,61.80,115,120,122,143,148,-151,122,148,270
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,MONTES GONGORA Jose Lino,62.00,116,121,-125,156,162,-168,121,162,283
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,VILLAREAL Dariel,61.30,-115,115,121,142,-147,-147,121,142,263
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,PINEDA ZETA Edgar Ismael,61.30,112,117,-121,150,155,-160,117,155,272
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,CARRASCO VALDEZ Jefri Miguel,61.25,-112,-112,112,140,145,0,112,145,257
CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,62 kg Men,ALARCON ALFRED Simon,61.25,97,-103,103,122,-130,-130,103,122,225
